sample,env1,env2,sequence,description,run,location,lat,lon,total_reads,mapped_reads,OTU_number,otu_diversity,otu_mapped,otu_abun,lat_lon1
807.BG.S.12.b,Free-living,Non-saline,16S rRNA,big_game spring timepoint 4,ERP016468,GAZ:United States of America,45.183433,-106.740083,V4,freshwater sediment metagenome,Small river biome,5,Sediment (non-saline),0,45.183433###-106.740083
807.C.F.10.a,Free-living,Non-saline,16S rRNA,camp_ground fall timepoint 1,ERP016468,GAZ:United States of America,45.942894,-106.949183,V4,freshwater sediment metagenome,Small river biome,8,Sediment (non-saline),0,45.942894###-106.949183
807.C.F.10.b,Free-living,Non-saline,16S rRNA,camp_ground spring timepoint 1,ERP016468,GAZ:United States of America,45.942894,-106.949183,V4,freshwater sediment metagenome,Small river biome,3,Sediment (non-saline),0,45.942894###-106.949183
807.C.F.11.a,Free-living,Non-saline,16S rRNA,camp_ground fall timepoint 3,ERP016468,GAZ:United States of America,45.942894,-106.949183,V4,freshwater sediment metagenome,Small river biome,3,Sediment (non-saline),0,45.942894###-106.949183
807.C.F.11.b,Free-living,Non-saline,16S rRNA,camp_ground fall timepoint 3,ERP016468,GAZ:United States of America,45.942894,-106.949183,V4,freshwater sediment metagenome,Small river biome,4,Sediment (non-saline),0,45.942894###-106.949183
807.C.S.11.a,Free-living,Non-saline,16S rRNA,camp_ground spring timepoint 2,ERP016468,GAZ:United States of America,45.942894,-106.949183,V4,freshwater sediment metagenome,Small river biome,4,Sediment (non-saline),0,45.942894###-106.949183
807.C.S.11.b,Free-living,Non-saline,16S rRNA,camp_ground spring timepoint 2,ERP016468,GAZ:United States of America,45.942894,-106.949183,V4,freshwater sediment metagenome,Small river biome,3,Sediment (non-saline),0,45.942894###-106.949183
807.C.S.12.a,Free-living,Non-saline,16S rRNA,camp_ground spring timepoint 4,ERP016468,GAZ:United States of America,45.942894,-106.949183,V4,freshwater sediment metagenome,Small river biome,6,Sediment (non-saline),0,45.942894###-106.949183
807.C.S.12.b,Free-living,Non-saline,16S rRNA,camp_ground spring timepoint 4,ERP016468,GAZ:United States of America,45.942894,-106.949183,V4,freshwater sediment metagenome,Small river biome,2,Sediment (non-saline),0,45.942894###-106.949183
807.E.F.10.a,Free-living,Non-saline,16S rRNA,elk_shoulder fall  timepoint 1,ERP016468,GAZ:United States of America,45.414297,-106.440583,V4,freshwater sediment metagenome,Small river biome,4,Sediment (non-saline),0,45.414297###-106.440583
807.E.F.10.b,Free-living,Non-saline,16S rRNA,elk_shoulder fall timepoint 1,ERP016468,GAZ:United States of America,45.414297,-106.440583,V4,freshwater sediment metagenome,Small river biome,3,Sediment (non-saline),0,45.414297###-106.440583
807.E.F.11.a,Free-living,Non-saline,16S rRNA,elk_shoulder fall timepoint 3,ERP016468,GAZ:United States of America,45.414297,-106.440583,V4,freshwater sediment metagenome,Small river biome,4,Sediment (non-saline),0,45.414297###-106.440583
807.E.F.11.b,Free-living,Non-saline,16S rRNA,elk_shoulder fall timepoint 3,ERP016468,GAZ:United States of America,45.414297,-106.440583,V4,freshwater sediment metagenome,Small river biome,4,Sediment (non-saline),0,45.414297###-106.440583
807.E.S.11.a,Free-living,Non-saline,16S rRNA,elk_shoulder spring timepoint 2,ERP016468,GAZ:United States of America,45.414297,-106.440583,V4,freshwater sediment metagenome,Small river biome,11,Sediment (non-saline),0,45.414297###-106.440583
807.E.S.11.b,Free-living,Non-saline,16S rRNA,elk_shoulder spring timepoint 2,ERP016468,GAZ:United States of America,45.414297,-106.440583,V4,freshwater sediment metagenome,Small river biome,7,Sediment (non-saline),0,45.414297###-106.440583
807.E.S.12.a,Free-living,Non-saline,16S rRNA,elk_shoulder spring timepoint 4,ERP016468,GAZ:United States of America,45.414297,-106.440583,V4,freshwater sediment metagenome,Small river biome,4,Sediment (non-saline),0,45.414297###-106.440583
807.E.S.12.b,Free-living,Non-saline,16S rRNA,elk_shoulder spring timepoint 4,ERP016468,GAZ:United States of America,45.414297,-106.440583,V4,freshwater sediment metagenome,Small river biome,3,Sediment (non-saline),0,45.414297###-106.440583
807.S.F.10.a,Free-living,Non-saline,16S rRNA,sitting_man fall timepoint 1,ERP016468,GAZ:United States of America,45.652528,-106.289931,V4,freshwater sediment metagenome,Small river biome,3,Sediment (non-saline),0,45.652528###-106.289931
807.S.F.10.b,Free-living,Non-saline,16S rRNA,sitting_man fall timepoint 1,ERP016468,GAZ:United States of America,45.652528,-106.289931,V4,freshwater sediment metagenome,Small river biome,2,Sediment (non-saline),0,45.652528###-106.289931
807.S.F.11.a,Free-living,Non-saline,16S rRNA,sitting_man fall timepoint 3,ERP016468,GAZ:United States of America,45.652528,-106.289931,V4,freshwater sediment metagenome,Small river biome,2,Sediment (non-saline),0,45.652528###-106.289931
807.S.F.11.b,Free-living,Non-saline,16S rRNA,sitting_man fall timepoint 3,ERP016468,GAZ:United States of America,45.652528,-106.289931,V4,freshwater sediment metagenome,Small river biome,3,Sediment (non-saline),0,45.652528###-106.289931
807.S.S.11.a,Free-living,Non-saline,16S rRNA,sitting_man spring timepoint 2,ERP016468,GAZ:United States of America,45.652528,-106.289931,V4,freshwater sediment metagenome,Small river biome,11,Sediment (non-saline),0,45.652528###-106.289931
807.S.S.11.b,Free-living,Non-saline,16S rRNA,sitting_man spring timepoint 2,ERP016468,GAZ:United States of America,45.652528,-106.289931,V4,freshwater sediment metagenome,Small river biome,7,Sediment (non-saline),0,45.652528###-106.289931
807.S.S.12.a,Free-living,Non-saline,16S rRNA,sitting_man spring timepoint 4,ERP016468,GAZ:United States of America,45.652528,-106.289931,V4,freshwater sediment metagenome,Small river biome,6,Sediment (non-saline),0,45.652528###-106.289931
807.S.S.12.b,Free-living,Non-saline,16S rRNA,sitting_man spring timepoint 4,ERP016468,GAZ:United States of America,45.652528,-106.289931,V4,freshwater sediment metagenome,Small river biome,6,Sediment (non-saline),0,45.652528###-106.289931
807.W.F.10.a,Free-living,Non-saline,16S rRNA,white_birney fall timepoint 1,ERP016468,GAZ:United States of America,45.322819,-106.51465,V4,freshwater sediment metagenome,Small river biome,4,Sediment (non-saline),0,45.322819###-106.51465
807.W.F.10.b,Free-living,Non-saline,16S rRNA,white_birney fall timepoint 1,ERP016468,GAZ:United States of America,45.322819,-106.51465,V4,freshwater sediment metagenome,Small river biome,3,Sediment (non-saline),0,45.322819###-106.51465
807.W.F.11.a,Free-living,Non-saline,16S rRNA,white_birney fall timepoint 3,ERP016468,GAZ:United States of America,45.322819,-106.51465,V4,freshwater sediment metagenome,Small river biome,8,Sediment (non-saline),0,45.322819###-106.51465
807.W.F.11.b,Free-living,Non-saline,16S rRNA,white_birney fall timepoint 3,ERP016468,GAZ:United States of America,45.322819,-106.51465,V4,freshwater sediment metagenome,Small river biome,1,Sediment (non-saline),0,45.322819###-106.51465
807.W.S.11.a,Free-living,Non-saline,16S rRNA,white_birney spring timepoint 2,ERP016468,GAZ:United States of America,45.322819,-106.51465,V4,freshwater sediment metagenome,Small river biome,6,Sediment (non-saline),0,45.322819###-106.51465
807.W.S.11.b,Free-living,Non-saline,16S rRNA,white_birney spring timepoint 2,ERP016468,GAZ:United States of America,45.322819,-106.51465,V4,freshwater sediment metagenome,Small river biome,3,Sediment (non-saline),0,45.322819###-106.51465
807.W.S.12.a,Free-living,Non-saline,16S rRNA,white_birney spring timepoint 4,ERP016468,GAZ:United States of America,45.322819,-106.51465,V4,freshwater sediment metagenome,Small river biome,4,Sediment (non-saline),0,45.322819###-106.51465
807.W.S.12.b,Free-living,Non-saline,16S rRNA,white_birney spring timepoint 4,ERP016468,GAZ:United States of America,45.322819,-106.51465,V4,freshwater sediment metagenome,Small river biome,7,Sediment (non-saline),0,45.322819###-106.51465
808.AK.19.12a.s.4.1.sequences,Free-living,Non-saline,16S rRNA,soil core,ERP020590,GAZ:United States of America,65.154,-147.501,V4,soil metagenome,forest biome,6,Soil (non-saline),0,65.154###-147.501
808.AK.19.12a.s.4.1.sequences.r,Free-living,Non-saline,16S rRNA,soil core,ERP020590,GAZ:United States of America,65.154,-147.501,V4,soil metagenome,forest biome,5,Soil (non-saline),0,65.154###-147.501
808.AK.19.15a.s.4.1.sequences,Free-living,Non-saline,16S rRNA,soil core,ERP020590,GAZ:United States of America,65.154,-147.503,V4,soil metagenome,forest biome,4,Soil (non-saline),0,65.154###-147.503
808.AK.19.18a.s.4.1.sequences,Free-living,Non-saline,16S rRNA,soil core,ERP020590,GAZ:United States of America,65.154,-147.503,V4,soil metagenome,forest biome,5,Soil (non-saline),0,65.154###-147.503
808.FL.3.13a.s.4.1.sequences,Free-living,Non-saline,16S rRNA,soil core,ERP020590,GAZ:United States of America,29.69,-81.994,V4,soil metagenome,tropical coniferous forest biome,11,Soil (non-saline),0,29.69###-81.994
808.FL.3.14a.s.4.1.sequences,Free-living,Non-saline,16S rRNA,soil core,ERP020590,GAZ:United States of America,29.69,-81.994,V4,soil metagenome,tropical coniferous forest biome,7,Soil (non-saline),0,29.69###-81.994
808.FL.3.16a.s.4.1.sequences,Free-living,Non-saline,16S rRNA,soil core,ERP020590,GAZ:United States of America,29.69,-81.994,V4,soil metagenome,tropical coniferous forest biome,8,Soil (non-saline),0,29.69###-81.994
808.HI.20.11a.s.4.1.sequences,Free-living,Non-saline,16S rRNA,soil core,ERP020590,GAZ:United States of America,19.931,-155.289,V4,soil metagenome,tropical broadleaf forest biome,4,Soil (non-saline),0,19.931###-155.289
808.HI.20.11a.s.4.1.sequences.r,Free-living,Non-saline,16S rRNA,soil core,ERP020590,GAZ:United States of America,19.931,-155.289,V4,soil metagenome,tropical broadleaf forest biome,5,Soil (non-saline),0,19.931###-155.289
808.UT.15.42.s.4.1.sequences,Free-living,Non-saline,16S rRNA,soil core,ERP020590,GAZ:United States of America,40.177,-112.455,V4,soil metagenome,temperate grassland biome,3,Soil (non-saline),0,40.177###-112.455
808.UT.15.42.s.4.1.sequences.r,Free-living,Non-saline,16S rRNA,soil core,ERP020590,GAZ:United States of America,40.177,-112.455,V4,soil metagenome,temperate grassland biome,5,Soil (non-saline),0,40.177###-112.455
808.UT.15.44.s.4.1.sequences,Free-living,Non-saline,16S rRNA,soil core,ERP020590,GAZ:United States of America,40.177,-112.453,V4,soil metagenome,temperate grassland biome,3,Soil (non-saline),0,40.177###-112.453
808.UT.15.45.s.4.1.sequences,Free-living,Non-saline,16S rRNA,soil core,ERP020590,GAZ:United States of America,40.177,-112.453,V4,soil metagenome,temperate grassland biome,5,Soil (non-saline),0,40.177###-112.453
809.PLRP1.50,Free-living,Non-saline,16S rRNA,"Microbialite collected from 50 feet depth in Pavilion Lake, B.C.",ERP020021,GAZ:Canada,50.868,-121.737,V4,ecological metagenomes,Small lake biome,5,Surface (non-saline),0,50.868###-121.737
809.PLRP10.146,Free-living,Non-saline,16S rRNA,"Microbialite collected from 146 feet depth in Pavilion Lake, B.C.",ERP020021,GAZ:Canada,50.865,-121.742,V4,ecological metagenomes,Small lake biome,2,Surface (non-saline),0,50.865###-121.742
809.PLRP11.85,Free-living,Non-saline,16S rRNA,"Microbialite collected from 85 feet depth in Pavilion Lake, B.C.",ERP020021,GAZ:Canada,50.867,-121.736,V4,ecological metagenomes,Small lake biome,4,Surface (non-saline),0,50.867###-121.736
809.PLRP12.60,Free-living,Non-saline,16S rRNA,"Microbialite collected from 60 feet depth in Pavilion Lake, B.C.",ERP020021,GAZ:Canada,50.867,-121.736,V4,ecological metagenomes,Small lake biome,2,Surface (non-saline),0,50.867###-121.736
809.PLRP13.35,Free-living,Non-saline,16S rRNA,"Microbialite collected from 35 feet depth in Pavilion Lake, B.C.",ERP020021,GAZ:Canada,50.867,-121.736,V4,ecological metagenomes,Small lake biome,2,Surface (non-saline),0,50.867###-121.736
809.PLRP14.150,Free-living,Non-saline,16S rRNA,"Microbialite collected from 150 feet depth in Pavilion Lake, B.C.",ERP020021,GAZ:Canada,50.864,-121.74,V4,ecological metagenomes,Small lake biome,3,Surface (non-saline),0,50.864###-121.74
809.PLRP15.mat,Free-living,Non-saline,16S rRNA,Non-lithifying microbial mat collected from 10 feet depth in Pavilion Lake,ERP020021,GAZ:Canada,50.866,-121.748,V4,microbial mat metagenome,Small lake biome,5,Surface (non-saline),0,50.866###-121.748
809.PLRP16.mat,Free-living,Non-saline,16S rRNA,Non-lithifying microbial mat collected from 10 feet depth in Pavilion Lake,ERP020021,GAZ:Canada,50.866,-121.748,V4,microbial mat metagenome,Small lake biome,6,Surface (non-saline),0,50.866###-121.748
809.PLRP17.mat,Free-living,Non-saline,16S rRNA,Non-lithifying microbial mat collected from 10 feet depth in Pavilion Lake,ERP020021,GAZ:Canada,50.866,-121.748,V4,microbial mat metagenome,Small lake biome,5,Surface (non-saline),0,50.866###-121.748
809.PLRP18.10,Free-living,Non-saline,16S rRNA,"Microbialite collected from 10 feet depth in Pavilion Lake, B.C",ERP020021,GAZ:Canada,50.866,-121.748,V4,ecological metagenomes,Small lake biome,2,Surface (non-saline),0,50.866###-121.748
809.PLRP19.35,Free-living,Non-saline,16S rRNA,"Microbialite collected from 35 feet depth in Pavilion Lake, B.C",ERP020021,GAZ:Canada,50.52,-121.45,V4,ecological metagenomes,Small lake biome,5,Surface (non-saline),0,50.52###-121.45
809.PLRP20.106,Free-living,Non-saline,16S rRNA,"Microbialite collected from 106 feet depth in Pavilion Lake, B.C",ERP020021,GAZ:Canada,50.516,-121.445,V4,ecological metagenomes,Small lake biome,2,Surface (non-saline),0,50.516###-121.445
809.PLRP21.150,Free-living,Non-saline,16S rRNA,"Microbialite collected from 150 feet depth in Pavilion Lake, B.C",ERP020021,GAZ:Canada,50.515,-121.443,V4,ecological metagenomes,Small lake biome,2,Surface (non-saline),0,50.515###-121.443
809.PLRP3.85,Free-living,Non-saline,16S rRNA,"Microbialite collected from 85 feet depth in Pavilion Lake, B.C.",ERP020021,GAZ:Canada,50.867,-121.736,V4,ecological metagenomes,Small lake biome,5,Surface (non-saline),0,50.867###-121.736
809.PLRP4.35,Free-living,Non-saline,16S rRNA,"Microbialite collected from 35 feet depth in Pavilion Lake, B.C.",ERP020021,GAZ:Canada,50.867,-121.736,V4,ecological metagenomes,Small lake biome,6,Surface (non-saline),0,50.867###-121.736
809.PLRP5.55,Free-living,Non-saline,16S rRNA,"Microbialite collected from 55 feet depth in Pavilion Lake, B.C.",ERP020021,GAZ:Canada,50.867,-121.736,V4,ecological metagenomes,Small lake biome,4,Surface (non-saline),0,50.867###-121.736
809.PLRP6.70,Free-living,Non-saline,16S rRNA,"Microbialite collected from 70 feet depth in Pavilion Lake, B.C.",ERP020021,GAZ:Canada,50.879,-121.752,V4,ecological metagenomes,Small lake biome,6,Surface (non-saline),0,50.879###-121.752
809.PLRP8.41,Free-living,Non-saline,16S rRNA,"Microbialite collected from 41 feet depth in Pavilion Lake, B.C.",ERP020021,GAZ:Canada,50.877,-121.753,V4,ecological metagenomes,Small lake biome,3,Surface (non-saline),0,50.877###-121.753
809.PLRP9.146,Free-living,Non-saline,16S rRNA,"Microbialite collected from 146 feet depth in Pavilion Lake, B.C.",ERP020021,GAZ:Canada,50.865,-121.743,V4,ecological metagenomes,Small lake biome,2,Surface (non-saline),0,50.865###-121.743
829.JJ,Free-living,Non-saline,16S rRNA,"[JJ], arid-soil",ERP020560,GAZ:India,26.895,70.688333,V4,soil metagenome,desert biome,9,Soil (non-saline),0,26.895###70.688333
829.Pd,Free-living,Non-saline,16S rRNA,"[Pd], semiarid-soil",ERP020560,GAZ:India,27.013056,75.875783,V4,soil metagenome,desert biome,15,Soil (non-saline),0,27.013056###75.875783
846.Fagna24102011Soil12A1,Free-living,Non-saline,16S rRNA,Soil from maize field tilled by ripper subsoiling (max depth 40cm),ERP020589,GAZ:Italy,43.984,11.342,V4,soil metagenome,cropland biome,15,Soil (non-saline),0,43.984###11.342
846.Fagna24102011Soil12A4,Free-living,Non-saline,16S rRNA,Soil from maize field tilled by ripper subsoiling (max depth 40cm),ERP020589,GAZ:Italy,43.984,11.342,V4,soil metagenome,cropland biome,14,Soil (non-saline),0,43.984###11.342
846.Fagna24102011Soil12B2,Free-living,Non-saline,16S rRNA,Soil from maize field tilled by ripper subsoiling (max depth 40cm),ERP020589,GAZ:Italy,43.984,11.342,V4,soil metagenome,cropland biome,15,Soil (non-saline),0,43.984###11.342
846.Fagna24102011Soil12B4,Free-living,Non-saline,16S rRNA,Soil from maize field tilled by ripper subsoiling (max depth 40cm),ERP020589,GAZ:Italy,43.984,11.342,V4,soil metagenome,cropland biome,11,Soil (non-saline),0,43.984###11.342
846.Fagna24102011Soil12C2,Free-living,Non-saline,16S rRNA,Soil from maize field tilled by ripper subsoiling (max depth 40cm),ERP020589,GAZ:Italy,43.984,11.341,V4,soil metagenome,cropland biome,19,Soil (non-saline),0,43.984###11.341
846.Fagna24102011Soil14A2,Free-living,Non-saline,16S rRNA,Soil from maize field tilled by conventional deep ploughing (max depth 40cm),ERP020589,GAZ:Italy,43.984,11.342,V4,soil metagenome,cropland biome,12,Soil (non-saline),0,43.984###11.342
846.Fagna24102011Soil14A3,Free-living,Non-saline,16S rRNA,Soil from maize field tilled by conventional deep ploughing (max depth 40cm),ERP020589,GAZ:Italy,43.984,11.342,V4,soil metagenome,cropland biome,11,Soil (non-saline),0,43.984###11.342
846.Fagna24102011Soil14B1,Free-living,Non-saline,16S rRNA,Soil from maize field tilled by conventional deep ploughing (max depth 40cm),ERP020589,GAZ:Italy,43.984,11.342,V4,soil metagenome,cropland biome,14,Soil (non-saline),0,43.984###11.342
846.Fagna24102011Soil14B3,Free-living,Non-saline,16S rRNA,Soil from maize field tilled by conventional deep ploughing (max depth 40cm),ERP020589,GAZ:Italy,43.984,11.342,V4,soil metagenome,cropland biome,11,Soil (non-saline),0,43.984###11.342
846.Fagna24102011Soil14C3,Free-living,Non-saline,16S rRNA,Soil from maize field tilled by conventional deep ploughing (max depth 40cm),ERP020589,GAZ:Italy,43.984,11.342,V4,soil metagenome,cropland biome,10,Soil (non-saline),0,43.984###11.342
846.Fagna24102011Soil15A1,Free-living,Non-saline,16S rRNA,Soil from maize field tilled by mouldboard ploughing (max depth 20cm),ERP020589,GAZ:Italy,43.984,11.342,V4,soil metagenome,cropland biome,15,Soil (non-saline),0,43.984###11.342
846.Fagna24102011Soil15A2,Free-living,Non-saline,16S rRNA,Soil from maize field tilled by mouldboard ploughing (max depth 20cm),ERP020589,GAZ:Italy,43.984,11.342,V4,soil metagenome,cropland biome,11,Soil (non-saline),0,43.984###11.342
846.Fagna24102011Soil15A3,Free-living,Non-saline,16S rRNA,Soil from maize field tilled by mouldboard ploughing (max depth 20cm),ERP020589,GAZ:Italy,43.984,11.342,V4,soil metagenome,cropland biome,13,Soil (non-saline),0,43.984###11.342
846.Fagna24102011Soil15A4,Free-living,Non-saline,16S rRNA,Soil from maize field tilled by mouldboard ploughing (max depth 20cm),ERP020589,GAZ:Italy,43.984,11.342,V4,soil metagenome,cropland biome,11,Soil (non-saline),0,43.984###11.342
846.Fagna24102011Soil15B3,Free-living,Non-saline,16S rRNA,Soil from maize field tilled by mouldboard ploughing (max depth 20cm),ERP020589,GAZ:Italy,43.984,11.342,V4,soil metagenome,cropland biome,14,Soil (non-saline),0,43.984###11.342
846.Fagna24102011Soil15C1,Free-living,Non-saline,16S rRNA,Soil from maize field tilled by mouldboard ploughing (max depth 20cm),ERP020589,GAZ:Italy,43.984,11.342,V4,soil metagenome,cropland biome,12,Soil (non-saline),0,43.984###11.342
846.Fagna24102011Soil15C3,Free-living,Non-saline,16S rRNA,Soil from maize field tilled by mouldboard ploughing (max depth 20cm),ERP020589,GAZ:Italy,43.984,11.342,V4,soil metagenome,cropland biome,9,Soil (non-saline),0,43.984###11.342
846.Fagna24102011Soil15C4,Free-living,Non-saline,16S rRNA,Soil from maize field tilled by mouldboard ploughing (max depth 20cm),ERP020589,GAZ:Italy,43.984,11.342,V4,soil metagenome,cropland biome,16,Soil (non-saline),0,43.984###11.342
846.Fagna24102011Soil4A3,Free-living,Non-saline,16S rRNA,Soil from maize field tilled by harrowing with a disk (minimum tillage),ERP020589,GAZ:Italy,43.985,11.342,V4,soil metagenome,cropland biome,7,Soil (non-saline),0,43.985###11.342
846.Fagna24102011Soil4A4,Free-living,Non-saline,16S rRNA,Soil from maize field tilled by harrowing with a disk (minimum tillage),ERP020589,GAZ:Italy,43.985,11.342,V4,soil metagenome,cropland biome,7,Soil (non-saline),0,43.985###11.342
846.Fagna24102011Soil4B1,Free-living,Non-saline,16S rRNA,Soil from maize field tilled by harrowing with a disk (minimum tillage),ERP020589,GAZ:Italy,43.985,11.342,V4,soil metagenome,cropland biome,17,Soil (non-saline),0,43.985###11.342
846.Fagna24102011Soil4B2,Free-living,Non-saline,16S rRNA,Soil from maize field tilled by harrowing with a disk (minimum tillage),ERP020589,GAZ:Italy,43.985,11.342,V4,soil metagenome,cropland biome,16,Soil (non-saline),0,43.985###11.342
846.Fagna24102011Soil4B3,Free-living,Non-saline,16S rRNA,Soil from maize field tilled by harrowing with a disk (minimum tillage),ERP020589,GAZ:Italy,43.985,11.342,V4,soil metagenome,cropland biome,15,Soil (non-saline),0,43.985###11.342
846.Fagna24102011Soil4B4,Free-living,Non-saline,16S rRNA,Soil from maize field tilled by harrowing with a disk (minimum tillage),ERP020589,GAZ:Italy,43.985,11.342,V4,soil metagenome,cropland biome,7,Soil (non-saline),0,43.985###11.342
846.Fagna24102011Soil4C1,Free-living,Non-saline,16S rRNA,Soil from maize field tilled by harrowing with a disk (minimum tillage),ERP020589,GAZ:Italy,43.985,11.342,V4,soil metagenome,cropland biome,14,Soil (non-saline),0,43.985###11.342
846.Fagna24102011Soil4C2,Free-living,Non-saline,16S rRNA,Soil from maize field tilled by harrowing with a disk (minimum tillage),ERP020589,GAZ:Italy,43.985,11.342,V4,soil metagenome,cropland biome,12,Soil (non-saline),0,43.985###11.342
846.Fagna24102011Soil4C3,Free-living,Non-saline,16S rRNA,Soil from maize field tilled by harrowing with a disk (minimum tillage),ERP020589,GAZ:Italy,43.985,11.342,V4,soil metagenome,cropland biome,8,Soil (non-saline),0,43.985###11.342
846.Fagna24102011Soil4C4,Free-living,Non-saline,16S rRNA,Soil from maize field tilled by harrowing with a disk (minimum tillage),ERP020589,GAZ:Italy,43.985,11.342,V4,soil metagenome,cropland biome,6,Soil (non-saline),0,43.985###11.342
861.C13.5.jul09,Free-living,Saline,16S rRNA,Calica-interface-rainy,ERP017176,GAZ:Mexico,20.586,-87.174,V4,groundwater metagenome,aquatic biome,19,Water (saline),0,20.586###-87.174
861.C15.dec08,Free-living,Saline,16S rRNA,Calica-interface-dry,ERP017176,GAZ:Mexico,20.586,-87.174,V4,groundwater metagenome,aquatic biome,20,Water (saline),0,20.586###-87.174
861.C17.dec08,Free-living,Saline,16S rRNA,Calica-saline-dry,ERP017176,GAZ:Mexico,20.586,-87.174,V4,groundwater metagenome,aquatic biome,10,Water (saline),0,20.586###-87.174
861.C18.jul09,Free-living,Saline,16S rRNA,Calica-saline-rainy,ERP017176,GAZ:Mexico,20.586,-87.174,V4,groundwater metagenome,aquatic biome,11,Water (saline),0,20.586###-87.174
861.C4.jul09,Free-living,Non-saline,16S rRNA,Calica-fresh-rainy,ERP017176,GAZ:Mexico,20.586,-87.174,V4,freshwater metagenome,aquatic biome,19,Water (non-saline),0,20.586###-87.174
861.C4.mar09,Free-living,Non-saline,16S rRNA,Calica-fresh-dry,ERP017176,GAZ:Mexico,20.586,-87.174,V4,freshwater metagenome,aquatic biome,7,Water (non-saline),0,20.586###-87.174
861.H10.4.jul09,Free-living,Saline,16S rRNA,Hotel-interface-rainy,ERP017176,GAZ:Mexico,20.37,-87.334,V4,groundwater metagenome,aquatic biome,30,Water (saline),0,20.37###-87.334
861.H10.mar09,Free-living,Saline,16S rRNA,Hotel-interface-dry,ERP017176,GAZ:Mexico,20.37,-87.334,V4,groundwater metagenome,aquatic biome,17,Water (saline),0,20.37###-87.334
861.H4.jul09,Free-living,Non-saline,16S rRNA,Hotel-fresh-rainy,ERP017176,GAZ:Mexico,20.37,-87.334,V4,freshwater metagenome,aquatic biome,23,Water (non-saline),0,20.37###-87.334
861.H4.mar09,Free-living,Non-saline,16S rRNA,Hotel-fresh-dry,ERP017176,GAZ:Mexico,20.37,-87.334,V4,freshwater metagenome,aquatic biome,18,Water (non-saline),0,20.37###-87.334
861.U10.jul09,Free-living,Non-saline,16S rRNA,Ucil-fresh-rainy,ERP017176,GAZ:Mexico,20.989,-88.602,V4,freshwater metagenome,aquatic biome,29,Water (non-saline),0,20.989###-88.602
861.U70.jul09,Free-living,Saline,16S rRNA,Ucil-interface-rainy,ERP017176,GAZ:Mexico,20.989,-88.602,V4,groundwater metagenome,aquatic biome,30,Water (saline),0,20.989###-88.602
861.U80.jul09,Free-living,Saline,16S rRNA,Ucil-saline-rainy,ERP017176,GAZ:Mexico,20.989,-88.602,V4,groundwater metagenome,aquatic biome,20,Water (saline),0,20.989###-88.602
861.X10.jul09,Free-living,Non-saline,16S rRNA,Xcolac-fresh-rainy,ERP017176,GAZ:Mexico,20.91,-88.867,V4,freshwater metagenome,aquatic biome,25,Water (non-saline),0,20.91###-88.867
861.X10.mar09,Free-living,Non-saline,16S rRNA,Xcolac-fresh-dry,ERP017176,GAZ:Mexico,20.91,-88.867,V4,freshwater metagenome,aquatic biome,14,Water (non-saline),0,20.91###-88.867
861.X52.jul09,Free-living,Saline,16S rRNA,Xcolac-interface-rainy,ERP017176,GAZ:Mexico,20.91,-88.867,V4,groundwater metagenome,aquatic biome,9,Water (saline),0,20.91###-88.867
861.X60.dec08,Free-living,Saline,16S rRNA,Xcolac-interface-dry,ERP017176,GAZ:Mexico,20.91,-88.867,V4,groundwater metagenome,aquatic biome,9,Water (saline),0,20.91###-88.867
861.X70.jul09,Free-living,Saline,16S rRNA,Xcolac-saline-rainy,ERP017176,GAZ:Mexico,20.91,-88.867,V4,groundwater metagenome,aquatic biome,11,Water (saline),0,20.91###-88.867
861.X83.dec08,Free-living,Saline,16S rRNA,Xcolac-saline-dry,ERP017176,GAZ:Mexico,20.91,-88.867,V4,groundwater metagenome,aquatic biome,7,Water (saline),0,20.91###-88.867
864.1.CON.addV.noG.noW.A.lane2.NoIndex,Free-living,Non-saline,16S rRNA,"block one-control,vegetation, n grazing, n watering (warming nt taken b/c too early in the season) 1.CON.addV.noG.noW.A",ERP017220,GAZ:Mongolia,51.024,100.772,V4,soil metagenome,montane grassland biome,12,Soil (non-saline),0,51.024###100.772
864.10.CON.addV.noW.Fes.lane2.NoIndex,Free-living,Non-saline,16S rRNA,"block ten-taken under FESTUCA-control,vegetation, n grazing, n watering (warming nt taken b/c too early in the season) 10.CON.addV.noW.Fes",ERP017220,GAZ:Mongolia,51.024,100.772,V4,soil metagenome,montane grassland biome,16,Soil (non-saline),0,51.024###100.772
864.10.CON.addV.noW.Leg.lane2.NoIndex,Free-living,Non-saline,16S rRNA,"block ten-taken under a LEGUME-control,vegetation, n grazing, n watering (warming nt taken b/c too early in the season) 10.CON.addV.noW.Leg",ERP017220,GAZ:Mongolia,51.024,100.772,V4,soil metagenome,montane grassland biome,18,Soil (non-saline),0,51.024###100.772
864.10.OTC.addV.noG.noW.lane2.NoIndex,Free-living,Non-saline,16S rRNA,"block ten-warming,vegetation, n grazing, n watering 10.OTC.addV.noG.noW",ERP017220,GAZ:Mongolia,51.024,100.772,V4,soil metagenome,montane grassland biome,77,Soil (non-saline),0,51.024###100.772
